Sentences,path
Талдықорғандағы Жастарға қызмет көрсету орталығы іске қосылғалы бері жастардың көптеген түйткілді мәселесі оң шешімін тауып келеді .,audio2/277.wav
Ұшу қауіпсіздігінің жай-күйі туралы парламенттік тыңдау өткізу ұсынылды .,audio2/278.wav
"Оған жастарды ғана емес , қарияларды да тартамыз .",audio2/279.wav
Қазақ Қонақбаевтан кейінгі батырдың Олимп шыңына шығуын жиырма жыл күтті .,audio2/280.wav
Құқықтық жүйесі бірегей құрылыммен жұмыс істеуге шақырды .,audio2/281.wav
Ең бірінші болып Көксарайға келген Нұрсұлтан Назарбаев пен Өзбекстан басшысы жеке отырып пікірлесті .,audio2/282.wav
Сондықтан бұл менің ( іі ) ерлік деп санамаймын .,audio2/283.wav
Мемлекет қолдауы арқасында ауыл шаруашылығы саласындағы ғылыми топ өңірде жеті жоба жүзеге асырды .,audio2/284.wav
Су — жолындағыны жайпап өтетін тілсіз жау .,audio2/285.wav
"Жаңбыр суы елді мекендегі бес көшенің бойымен ағып , екі жүз жетпіс аулаға кірген .",audio2/286.wav
"Өмір болған соң , бұл қызмет те керек .",audio2/287.wav
Көң-қоқысты жинап сұрыптаудағы түйінді мәселелермен жаңалықтар жайлы әріптесіміз Ерденбек Жылқайдарұлы әңгімелейді .,audio2/288.wav
"Қазан мен қарашаның қара суығы өтсе , көмір беретін бұл бекетте жүк көліктерінен керуен түзіледі .",audio2/289.wav
"Риат Шони , Азамат Сәметов , « Қорытынды жаңалықтар » .",audio2/290.wav
АҚШ-тың туристік агенттіктері ел азаматтарының қызығушылығын арттыруды көздеп отыр .,audio2/291.wav
Менің жұмысым — менің хоббиім .,audio2/292.wav
"Кейін түрлі оқулықтар оқып , білімін жетілдірген .",audio2/293.wav
Екінші бағыт — инфрақұрылымды дамыту .,audio2/294.wav
"Онымен қатынаста болған барлық адам анықталып , карантинге жабылды .",audio2/295.wav
« Зайнуллина » болып жазылған жоқпын барғанда .,audio2/296.wav
"« Неге ? » — десек , айтады Африкада дейді Судан деген мемлекет бар дейді .",audio2/297.wav
"Сондықтан да ( і ) қандай да жағдай болмаса да , оны ( аа ) симптомдар пайда болғанда дәрігер көмегіне жүгіну керек .",audio2/298.wav
